profile_identifier,layer_identifier,latitude,longitude,country_code,top,bottom,date,type,order,source,contact,license,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
IGAC-COR-PR-9CR,IGAC-COR-PR-9CR-H2,8.07952177029796,-75.3315432245752,COL,20,70,1/7/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,0.85,,,32.9,,1.1,5.1,74.0,20.0,6.0,
IGAC-COR-PR-9CR,IGAC-COR-PR-9CR-H3,8.07952177029796,-75.3315432245752,COL,70,120,1/7/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2Cg2,0.97,,,26.5,,0.48,6.0,46.0,48.0,6.0,
IGAC-COR-PS-21,IGAC-COR-PS-21-H1,9.25000000240486,-75.4999999959636,COL,0,0,1/7/1905,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.1,,,,,,,,,,
IGAC-COR-PS-21,IGAC-COR-PS-21-H2,9.25000000240486,-75.4999999959636,COL,0,0,1/7/1905,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.1,,,,,,,,,,
IGAC-COR-SM-23,IGAC-COR-SM-23-H1,8.08833332693352,-75.3383333291018,COL,0,0,1/7/1905,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.1,,,,,,,,,,
IGAC-COR-SM-9,IGAC-COR-SM-9-H1,8.23416667458433,-75.2008333291126,COL,0,0,1/7/1905,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.1,,,,,,,,,,
IGAC-CUN-AC-11,IGAC-CUN-AC-11-H1,5.29466214500243,-74.4013182738233,COL,0,35,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.49,,,14.2,,0.91,5.7,51.28,48.26,0.46,7.42
IGAC-CUN-AC-11,IGAC-CUN-AC-11-H2,5.29466214500243,-74.4013182738233,COL,35,65,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.46,,,11.8,,0.27,5.6,52.94,46.97,0.09,8.48
IGAC-CUN-AC-12,IGAC-CUN-AC-12-H1,5.34077386338546,-74.4204851148652,COL,0,37,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,0.8,,,51.5,,7.97,6.2,22.52,61.99,15.49,38.93
IGAC-CUN-AC-12,IGAC-CUN-AC-12-H2,5.34077386338546,-74.4204851148652,COL,37,54,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,0.9,,,39.2,,2.82,6.3,46.96,46.62,6.42,32.42
IGAC-CUN-AC-12,IGAC-CUN-AC-12-H3,5.34077386338546,-74.4204851148652,COL,54,120,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw2,1.0,,,36.7,,1.46,6.7,44.64,46.85,8.51,25.57
IGAC-CUN-AC-14,IGAC-CUN-AC-14-H1,4.68659971696958,-74.2774311730717,COL,0,15,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,0.7,,,27.3,,7.42,5.4,67.73,31.9,0.37,71.83
IGAC-CUN-AC-14,IGAC-CUN-AC-14-H2,4.68659971696958,-74.2774311730717,COL,15,37,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg2,1.16,,,18.6,,1.39,5.9,62.87,36.89,0.24,14.49
IGAC-CUN-AC-14,IGAC-CUN-AC-14-H3,4.68659971696958,-74.2774311730717,COL,37,120,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg3,1.19,,,16.7,,0.75,5.7,76.11,23.79,0.1,19.03
IGAC-CUN-AC-16,IGAC-CUN-AC-16-H1,5.24604519575794,-73.8613008568598,COL,0,16,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.38,,,15.2,,0.68,4.6,50.44,43.73,5.83,6.54
IGAC-CUN-AC-16,IGAC-CUN-AC-16-H2,5.24604519575794,-73.8613008568598,COL,16,55,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.37,,,13.3,,0.75,5.0,38.83,44.61,16.56,10.58
IGAC-CUN-AC-17,IGAC-CUN-AC-17-H1,5.14715540673321,-73.8671353786828,COL,0,40,,perfil de suelo,ALFISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.37,,,9.3,,0.56,6.1,31.95,29.8,38.25,8.44
IGAC-CUN-AC-17,IGAC-CUN-AC-17-H2,5.14715540673321,-73.8671353786828,COL,40,60,,perfil de suelo,ALFISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bt,1.44,,,7.9,,0.16,6.1,53.62,29.87,16.51,12.87
IGAC-CUN-AC-17,IGAC-CUN-AC-17-H3,5.14715540673321,-73.8671353786828,COL,60,120,,perfil de suelo,ALFISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.46,,,9.5,,0.11,6.1,54.03,34.85,11.12,12.03
IGAC-CUN-AC-18,IGAC-CUN-AC-18-H1,5.03937758755372,-73.9607506380912,COL,12,32,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.33,,,58.9,,1.57,5.8,49.44,39.72,10.84,9.98
IGAC-CUN-AC-18,IGAC-CUN-AC-18-H2,5.03937758755372,-73.9607506380912,COL,32,47,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.31,,,43.6,,0.44,5.0,77.01,22.03,0.96,15.9
IGAC-CUN-AC-18,IGAC-CUN-AC-18-H3,5.03937758755372,-73.9607506380912,COL,47,120,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.36,,,39.6,,0.21,5.3,70.6,27.63,1.77,11.42
IGAC-CUN-AC-19,IGAC-CUN-AC-19-H1,4.92409920375352,-74.0090866391531,COL,0,25,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.36,,,18.6,,2.1,5.0,37.32,41.9,20.78,9.45
IGAC-CUN-AC-19,IGAC-CUN-AC-19-H2,4.92409920375352,-74.0090866391531,COL,25,50,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.64,,,11.0,,0.61,4.6,22.44,47.06,30.5,13.62
IGAC-CUN-AC-19,IGAC-CUN-AC-19-H3,4.92409920375352,-74.0090866391531,COL,50,110,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.29,,,9.4,,0.43,4.4,21.85,56.0,22.15,11.92
IGAC-CUN-AC-1,IGAC-CUN-AC-1-H1,5.53744166838374,-74.3368692101107,COL,0,16,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.04,,,19.2,,2.7,4.2,47.55,51.19,1.26,13.24
IGAC-CUN-AC-1,IGAC-CUN-AC-1-H2,5.53744166838374,-74.3368692101107,COL,16,70,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.37,,,15.2,,0.83,6.3,47.41,51.84,0.75,10.92
IGAC-CUN-AC-1,IGAC-CUN-AC-1-H3,5.53744166838374,-74.3368692101107,COL,70,110,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.38,,,14.6,,0.73,6.1,51.05,47.65,1.3,7.22
IGAC-CUN-AC-21,IGAC-CUN-AC-21-H1,5.70855718346492,-74.5996540892156,COL,0,20,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,0.87,,,51.2,,1.51,4.9,90.35,9.04,0.61,22.92
IGAC-CUN-AC-21,IGAC-CUN-AC-21-H2,5.70855718346492,-74.5996540892156,COL,20,40,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg,0.83,,,53.3,,1.04,4.9,94.59,5.04,0.37,29.27
IGAC-CUN-AC-21,IGAC-CUN-AC-21-H3,5.70855718346492,-74.5996540892156,COL,40,50,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,0.86,,,52.5,,3.1,5.2,93.52,6.11,0.37,33.25
IGAC-CUN-AC-23,IGAC-CUN-AC-23-H1,5.61994543227061,-74.62993372795,COL,0,5,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.26,,,8.5,,1.0,6.6,7.12,12.34,80.54,15.94
IGAC-CUN-AC-23,IGAC-CUN-AC-23-H2,5.61994543227061,-74.62993372795,COL,5,25,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.41,,,2.4,,0.05,6.5,1.46,2.99,95.55,3.06
IGAC-CUN-AC-23,IGAC-CUN-AC-23-H3,5.61994543227061,-74.62993372795,COL,25,50,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ab1,1.43,,,13.9,,0.43,6.1,10.61,51.66,37.73,28.11
IGAC-CUN-AC-23,IGAC-CUN-AC-23-H4,5.61994543227061,-74.62993372795,COL,50,80,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ab2,1.44,,,22.8,,0.81,7.1,22.2,70.18,7.62,28.27
IGAC-CUN-AC-23,IGAC-CUN-AC-23-H5,5.61994543227061,-74.62993372795,COL,80,120,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.2,,,24.9,,0.61,8.0,44.14,55.48,0.38,19.89
IGAC-CUN-AC-24,IGAC-CUN-AC-24-H1,5.2249413988478,-74.6132705012946,COL,0,35,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.1,,,28.0,,0.61,6.0,65.33,32.53,2.14,7.79
IGAC-CUN-AC-24,IGAC-CUN-AC-24-H2,5.2249413988478,-74.6132705012946,COL,35,65,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.1,,,26.5,,0.36,6.1,62.32,35.91,1.77,7.52
IGAC-CUN-AC-24,IGAC-CUN-AC-24-H3,5.2249413988478,-74.6132705012946,COL,65,120,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.44,,,28.7,,0.18,6.2,63.53,34.32,2.15,9.72
IGAC-CUN-AC-25,IGAC-CUN-AC-25-H1,5.52772244500218,-74.6424351327737,COL,0,17,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.18,,,10.9,,1.62,6.4,18.5,26.85,54.65,14.59
IGAC-CUN-AC-25,IGAC-CUN-AC-25-H2,5.52772244500218,-74.6424351327737,COL,17,72,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,1.35,,,31.3,,0.57,5.2,77.48,21.86,0.66,15.85
IGAC-CUN-AC-25,IGAC-CUN-AC-25-H3,5.52772244500218,-74.6424351327737,COL,72,120,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg2,1.35,,,29.3,,0.54,4.8,76.29,23.4,0.31,20.12
IGAC-CUN-AC-26,IGAC-CUN-AC-26-H1,5.52633348858913,-74.6388239149256,COL,0,4,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.0,,,16.2,,2.77,6.5,16.5,28.64,54.86,7.5
IGAC-CUN-AC-26,IGAC-CUN-AC-26-H2,5.52633348858913,-74.6388239149256,COL,30,60,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.42,,,6.5,,0.26,6.4,15.69,26.37,57.94,9.9
IGAC-CUN-AC-26,IGAC-CUN-AC-26-H3,5.52633348858913,-74.6388239149256,COL,60,100,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.44,,,10.7,,0.21,6.3,21.02,33.5,45.48,10.33
IGAC-CUN-AC-27,IGAC-CUN-AC-27-H1,5.22244135094575,-74.616326128849,COL,0,30,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.62,,,15.9,,1.07,6.0,47.99,40.86,11.15,5.8
IGAC-CUN-AC-27,IGAC-CUN-AC-27-H2,5.22244135094575,-74.616326128849,COL,30,70,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.44,,,13.7,,0.19,6.1,46.03,33.63,20.34,3.3
IGAC-CUN-AC-27,IGAC-CUN-AC-27-H3,5.22244135094575,-74.616326128849,COL,70,120,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.52,,,25.8,,0.09,6.4,36.59,60.8,2.61,3.52
IGAC-CUN-AC-28,IGAC-CUN-AC-28-H1,5.20910805270821,-74.6343824284218,COL,0,10,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.1,,,11.2,,2.14,6.0,17.55,31.25,51.2,17.29
IGAC-CUN-AC-28,IGAC-CUN-AC-28-H2,5.20910805270821,-74.6343824284218,COL,10,54,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.35,,,7.7,,0.68,6.0,30.79,30.77,38.44,9.52
IGAC-CUN-AC-28,IGAC-CUN-AC-28-H3,5.20910805270821,-74.6343824284218,COL,54,91,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.38,,,12.8,,0.46,5.3,54.13,25.23,20.64,8.78
IGAC-CUN-AC-28,IGAC-CUN-AC-28-H4,5.20910805270821,-74.6343824284218,COL,91,130,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.48,,,16.0,,0.12,6.2,46.15,45.11,8.74,10.02
IGAC-CUN-AC-30,IGAC-CUN-AC-30-H1,5.026882417185,-74.46687856269,COL,0,30,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.12,,,15.0,,1.9,5.5,20.7,23.18,56.12,6.71
IGAC-CUN-AC-30,IGAC-CUN-AC-30-H2,5.026882417185,-74.46687856269,COL,30,120,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.4,,,12.6,,0.26,6.1,33.25,18.41,48.34,9.8
IGAC-CUN-AC-31,IGAC-CUN-AC-31-H1,5.04077133231401,-74.4585449188308,COL,0,21,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.27,,,14.4,,1.75,5.5,31.72,52.54,15.74,9.69
IGAC-CUN-AC-31,IGAC-CUN-AC-31-H2,5.04077133231401,-74.4585449188308,COL,21,55,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.65,,,10.2,,0.39,5.3,34.78,49.12,16.1,13.09
IGAC-CUN-AC-31,IGAC-CUN-AC-31-H3,5.04077133231401,-74.4585449188308,COL,55,120,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.49,,,14.0,,0.18,5.8,41.43,52.06,6.51,5.55
IGAC-CUN-AC-33,IGAC-CUN-AC-33-H1,3.95631755078962,-74.4741110522423,COL,0,24,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.7,,,69.0,,15.05,5.1,32.82,52.05,15.13,52.4
IGAC-CUN-AC-33,IGAC-CUN-AC-33-H2,3.95631755078962,-74.4741110522423,COL,24,36,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,0.9,,,51.4,,5.59,5.5,26.97,61.23,11.8,57.37
IGAC-CUN-AC-33,IGAC-CUN-AC-33-H3,3.95631755078962,-74.4741110522423,COL,36,75,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.0,,,50.2,,3.4,5.6,34.7,53.54,11.76,46.6
IGAC-CUN-AC-33,IGAC-CUN-AC-33-H4,3.95631755078962,-74.4741110522423,COL,75,107,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.02,,,66.1,,2.75,5.8,46.47,44.65,8.88,27.44
IGAC-CUN-AC-34,IGAC-CUN-AC-34-H1,3.97020668160421,-74.4871668519536,COL,0,20,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.0,,,29.2,,3.77,5.7,40.39,47.29,12.32,15.89
IGAC-CUN-AC-34,IGAC-CUN-AC-34-H2,3.97020668160421,-74.4871668519536,COL,20,39,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.06,,,11.0,,0.64,5.2,38.99,47.23,13.78,15.7
IGAC-CUN-AC-34,IGAC-CUN-AC-34-H3,3.97020668160421,-74.4871668519536,COL,39,62,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.43,,,11.4,,0.37,5.0,45.07,42.45,12.48,10.63
IGAC-CUN-AC-34,IGAC-CUN-AC-34-H4,3.97020668160421,-74.4871668519536,COL,62,97,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.46,,,13.5,,0.18,5.0,50.69,39.43,9.88,10.03
IGAC-CUN-AC-35,IGAC-CUN-AC-35-H1,4.31326417045043,-74.3871604565199,COL,0,30,,perfil de suelo,MOLISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.67,,,7.5,,1.06,5.9,15.72,27.53,56.75,8.72
IGAC-CUN-AC-35,IGAC-CUN-AC-35-H2,4.31326417045043,-74.3871604565199,COL,30,62,,perfil de suelo,MOLISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bt,1.52,,,15.6,,0.53,5.9,53.59,18.33,28.08,6.58
IGAC-CUN-AC-35,IGAC-CUN-AC-35-H3,4.31326417045043,-74.3871604565199,COL,62,120,,perfil de suelo,MOLISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.4,,,18.8,,0.31,5.8,42.31,23.58,34.11,10.4
IGAC-CUN-AC-37,IGAC-CUN-AC-37-H1,4.38520929787705,-74.3929933527742,COL,0,33,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.34,,,11.3,,0.64,6.7,21.21,20.65,58.14,5.02
IGAC-CUN-AC-37,IGAC-CUN-AC-37-H2,4.38520929787705,-74.3929933527742,COL,33,60,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.41,,,12.3,,0.26,7.9,19.47,20.44,60.09,6.7
IGAC-CUN-AC-38,IGAC-CUN-AC-38-H1,4.2332596363824,-73.9652029037666,COL,0,70,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.12,,,33.9,,7.02,5.1,17.92,24.09,57.99,21.26
IGAC-CUN-AC-39,IGAC-CUN-AC-39-H1,4.23103722244926,-73.9543691946803,COL,0,38,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,0.8,,,37.8,,7.43,5.1,24.63,29.1,46.27,22.43
IGAC-CUN-AC-39,IGAC-CUN-AC-39-H2,4.23103722244926,-73.9543691946803,COL,38,53,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.03,,,18.4,,1.75,5.8,29.38,23.37,47.25,16.3
IGAC-CUN-AC-39,IGAC-CUN-AC-39-H3,4.23103722244926,-73.9543691946803,COL,53,90,,perfil de suelo,ANDISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.01,,,8.3,,0.63,5.9,24.2,23.4,52.4,17.92
IGAC-CUN-AC-3,IGAC-CUN-AC-3-H1,5.44827428257706,-74.352148447831,COL,0,23,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,0.8,,,25.0,,3.08,4.5,44.66,54.1,1.24,15.7
IGAC-CUN-AC-3,IGAC-CUN-AC-3-H2,5.44827428257706,-74.352148447831,COL,23,42,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,1.45,,,13.8,,0.47,4.9,40.43,58.96,0.61,12.96
IGAC-CUN-AC-3,IGAC-CUN-AC-3-H3,5.44827428257706,-74.352148447831,COL,42,54,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw2,1.48,,,13.3,,0.29,5.0,41.48,57.85,0.67,9.52
IGAC-CUN-AC-3,IGAC-CUN-AC-3-H4,5.44827428257706,-74.352148447831,COL,54,91,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.49,,,12.3,,0.22,5.2,42.04,57.15,0.81,8.35
IGAC-CUN-AC-40,IGAC-CUN-AC-40-H1,4.38159389396876,-73.944645300667,COL,0,18,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.38,,,13.6,,1.29,5.4,34.52,60.9,4.58,10.53
IGAC-CUN-AC-40,IGAC-CUN-AC-40-H2,4.38159389396876,-73.944645300667,COL,18,40,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,1.3,,,14.0,,1.25,5.9,41.52,54.81,3.67,7.99
IGAC-CUN-AC-40,IGAC-CUN-AC-40-H3,4.38159389396876,-73.944645300667,COL,40,80,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw2,1.47,,,10.6,,0.33,6.2,41.63,55.0,3.37,7.0
IGAC-CUN-AC-43,IGAC-CUN-AC-43-H1,4.58548869031807,-74.3849356355721,COL,0,5,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.28,,,10.6,,2.21,4.9,32.85,24.87,42.28,13.46
IGAC-CUN-AC-43,IGAC-CUN-AC-43-H2,4.58548869031807,-74.3849356355721,COL,5,20,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.39,,,4.7,,0.51,5.3,36.28,27.42,36.3,10.41
IGAC-CUN-AC-43,IGAC-CUN-AC-43-H3,4.58548869031807,-74.3849356355721,COL,20,54,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.39,,,4.6,,0.32,5.3,14.0,18.0,68.0,
IGAC-CUN-AC-43,IGAC-CUN-AC-43-H4,4.58548869031807,-74.3849356355721,COL,54,120,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C3,1.31,,,8.3,,0.78,5.5,16.0,18.0,66.0,
IGAC-CUN-AC-65,IGAC-CUN-AC-65-H1,4.37769961569118,-73.3779602535086,COL,0,40,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.24,,,3.1,,0.3,5.4,12.45,20.3,67.25,7.42
IGAC-CUN-AC-44,IGAC-CUN-AC-44-H1,4.58353463934047,-73.3818473174845,COL,0,10,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.06,,,12.0,,2.3,5.6,37.81,26.82,35.37,27.97
IGAC-CUN-AC-44,IGAC-CUN-AC-44-H2,4.58353463934047,-73.3818473174845,COL,10,30,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.38,,,8.7,,0.79,5.3,38.22,32.49,29.29,10.47
IGAC-CUN-AC-44,IGAC-CUN-AC-44-H3,4.58353463934047,-73.3818473174845,COL,30,90,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.5,,,6.4,,0.24,5.3,37.2,28.36,34.44,20.25
